"QUESTION_ID","OPTION"
"360","Tarentum and other Italian allies provided insufficient military support for sustained campaign operations"
"360","Roman naval power was stronger than Pyrrhus's fleet and prevented supply lines to his army"
"360","Pyrrhus could win individual battles but could not easily defeat Rome's entire military and institutional system"
"360","The Italian climate was unsuitable for Pyrrhus's forces and caused widespread disease and casualties"
"361","He lost several thousand soldiers in the battle, suffering significant casualties among his limited forces"
"361","He could easily replace losses through recruitment of additional soldiers from allied Italian city-states"
"361","He had unlimited resources from Tarentum and other allies to continually replenish his military forces"
"361","His losses, though costly, were manageable through the natural population growth of Epirus"
"361","Replacing lost troops proved difficult due to the limited manpower resources available in Epirus"
"362","Rome possessed institutional resilience and refused to accept military defeat as permanent or final"
"362","Rome was fundamentally weak and would quickly fall to any outside military intervention or invasion"
"362","Rome was militarily superior to all Mediterranean powers and would eventually dominate completely"
"362","Roman soldiers lacked discipline and quickly retreated from battles against superior military forces"
"362","Rome's political leadership was willing to surrender and accept foreign domination over Italy"
"363","They adopted Pyrrhus's Greek tactics entirely and abandoned traditional Roman military formations completely"
"363","They requested additional military forces from allies and increased their overall troop numbers substantially"
"363","They retreated from southern Italy and concentrated Roman forces in central and northern territories"
"363","They constructed massive fortifications designed to prevent elephant cavalry from charging effectively"
"363","They analyzed Pyrrhus's tactics and adapted their own strategies to counter his military methods"
"364","At Heraclea again in 279 BCE after both sides regrouped for a decisive rematch battle"
"364","At Tarentum in 278 BCE when Pyrrhus attempted to capture the Greek city he was defending"
